Project Type,Budget Line,Budget Line Title,First Fiscal Year,Fiscal Year 1 Amount,Fiscal Year 2 Amount,Fiscal Year 3 Amount,Fiscal Year 4 Amount,Total Budget $
PU,PU 0100,CITYWIDE RESILIENCY MEASURES,2022,72102000,0,0,0,72102000
PU,PU 0200,CITYWIDE AGENCY FACILITY AND OPERATIONAL PROTECTIVE MEASURES,2022,0,0,0,122317420,122317420
PV,PV 0001,LOUIS ARMSTRONG HOUSE,2022,0,0,240000,0,240000
PV,PV 0022,"METROPOLITAN MUSEUM OF ART, IMPROVEMENTS",2022,5334166,0,0,0,5334166
PV,PV 0034,"AMERICAN MUSEUM OF NATURAL HISTORY, IMPROVEMENTS AND ADDITION",2022,2675074,0,1160000,0,3835074
PV,PV 0040,FLUSHING TOWN HALL,2022,0,0,263554,0,263554
PV,PV 0101,RECONSTRUCTION AND IMPROVEMENTS TO THE MUSEUM OF JEWISH HERITAGE,2022,0,0,0,26000,26000
PV,PV 0175,"STATEN ISLAND ZOOLOGICAL SOCIETY, IMPROVEMENTS",2022,0,0,2766825,0,2766825
PV,PV 0176,"NEW YORK ZOOLOGICAL SOCIETY, IMPROVEMENTS",2022,0,850544,0,0,850544
PV,PV 0234,"CLEMENTE SOTO VELEZ CULTURAL AND EDUCATIONAL CENTER, INC.",2022,0,0,2675000,0,2675000
PV,PV 0235,"BROOKLYN MUSEUM, IMPROVEMENTS",2022,0,0,7866383,0,7866383
PV,PV 0262,"BROOKLYN CHILDREN'S MUSEUM, IMPROVEMENTS",2022,0,0,0,2407082,2407082
PV,PV 0272,"QUEENS BOTANICAL GARDEN SOCIETY, IMPROVEMENTS",2022,0,0,653461,0,653461
PV,PV 0274,"HALL OF SCIENCE, FLUSHING MEADOW PARK, ADDITIONS, BETTERMENTS",2022,0,0,0,407031,407031
PV,PV 0341,"RICHMONDTOWN/LATOURETTE PARK, IMPROVEMENTS",2022,0,0,0,4206,4206
PV,PV 0464,WAVE HILL ENVIRONMENTAL CENTER IMPROVEMENTS,2022,48335,0,1837000,0,1885335
PV,PV 0466,"QUEENS THEATER IN THE PARK, IMPROVEMENTS",2022,0,0,504701,0,504701
PV,PV 0467,"CONSTRUCTION, IMPROVEMENTS, ACQUISITION, ALL CULTURAL INSTITUTIONS",2022,0,0,15594637,21127000,36721637
PV,PV 0471,"BRONX MUSEUM OF THE ARTS, IMPROVEMENTS",2022,0,3254658,0,0,3254658
PV,PV 0475,NEW YORK STATE THEATER ALTERATIONS AND IMPROVEMENTS.,2022,0,387402,0,0,387402
PV,PV 0477,"STATEN ISLAND CHILDREN'S MUSEUM, IMPROVEMENTS",2022,0,0,91887,0,91887
PV,PV 0490,"SNUG HARBOR, IMPROVEMENTS",2022,0,0,1374901,0,1374901
PV,PV 0490,"SNUG HARBOR, IMPROVEMENTS",2022,800000,0,0,0,800000
PV,PV 0501,"P.S.1 (ART INSTITUTE), RECONSTRUCTION AND IMPROVEMENTS",2022,0,0,0,3243764,3243764
PV,PV 0502,"JAMAICA ARTS CENTER, RECONSTRUCTION AND IMPROVEMENTS",2022,0,0,0,1797593,1797593
PV,PV 0788,THE 122 COMMUNITY CENTER INC.,2022,0,0,289305,0,289305
PV,PV 0N01L,UNIVERSAL HIP HOP MUSEUM,2022,0,0,4000000,0,4000000
PV,PV 0N028,ISSUE PROJECT ROOM,2022,0,480,0,0,480
PV,PV 0N031,"ARC ON 4TH STREET, INC. (ARTISTS, RESIDENCE, COMMUNITY)",2022,0,25929,0,0,25929
PV,PV 0N042,BALLET HISPANICO,2022,0,0,99000,0,99000
PV,PV 0N072,BROOKLYN HISTORICAL SOCIETY,2022,0,45197,0,0,45197
PV,PV 0N123,"NEW YORK LIVE ARTS, INC. (FORMERLY DANCE THEATER WORKSHOP)",2022,0,0,0,673000,673000
PV,PV 0N143,ELAINE KAUFMAN CULTURAL CENTER,2022,23000,0,108000,0,131000
PV,PV 0N144,STREB/RINGSIDE,2022,0,0,0,2404000,2404000
PV,PV 0N176,GUGGENHEIM MUSEUM,2022,0,0,13000,0,13000
PV,PV 0N196,IRISH REPERTORY THEATRE,2022,4000,0,0,0,4000
PV,PV 0N209,JEWISH CHILDREN'S MUSEUM,2022,0,675000,0,0,675000
PV,PV 0N222,JOYCE THEATER,2022,0,0,54695,0,54695
PV,PV 0N258,"MARK MORRIS DANCE GROUP (DISCALCED, INC.)",2022,0,0,32000,0,32000
PV,PV 0N277,MUSEUM FOR AFRICAN ART,2022,0,0,0,2027999,2027999
PV,PV 0N279,MUSEUM OF CHINESE IN AMERICA CENTRE STREET LOCATION,2022,24696250,5275000,0,0,29971250
PV,PV 0N288,NATIONAL MUSEUM OF THE AMERICAN INDIAN,2022,0,82000,0,0,82000
PV,PV 0N333,PREGONES THEATER,2022,0,0,0,2504029,2504029
PV,PV 0N423,THE JEWISH MUSEUM,2022,0,14000,0,0,14000
PV,PV 0N645,BROOKLYN YOUTH CHORUS,2022,0,0,24954,0,24954
PV,PV 0N655,"COLONIAL FARMHOUSE RESTORATION SOCIETY OF BELLEROSE, INC.",2022,1608893,0,3087000,303000,4998893
PV,PV 0N741,"CHINA INSTITUTE IN AMERICA, INC.",2022,9946,0,0,0,9946
PV,PV 0N794,"AMERICAS SOCIETY, INC.",2022,245000,0,0,0,245000
PV,PV 0N814,"DIA CENTER FOR THE ARTS, INC.",2022,0,0,0,1750000,1750000
PV,PV 0N860,JACQUES MARCHAIS MUSEUM OF TIBETAN ART,2022,0,0,0,68000,68000
PV,PV 0N954,NOBLE MARITIME COLLECTION,2022,0,0,308000,0,308000
PV,PV KN03N,"BLANK FORMS, INC.",2022,81000,0,0,0,81000
PV,PV KN464,"ROULETTE INTERMEDIUM, INC.",2022,78000,0,0,0,78000
PV,PV M101,"MUSEUM OF JEWISH HERITAGE, IMPROVEMENTS",2022,150000,0,0,0,150000
PV,PV M475,"NEW YORK STATE THEATER ALTERATIONS AND IMPROVEMENTS, MANHATTAN",2022,100000,0,0,0,100000
PV,PV M489,"LINCOLN CENTER, IMPROVEMENTS",2022,116000,0,0,0,116000
PV,PV MN027,APOLLO THEATER FOUNDATION,2022,100000,0,0,0,100000
PV,PV MN03L,"SHED NYC, INC.",2022,72000,0,0,0,72000
PV,PV MN091,CENTER FOR JEWISH HISTORY,2022,103000,0,0,0,103000
PV,PV MN099,CHILDREN'S MUSEUM OF MANHATTAN,2022,200000,0,0,0,200000
PV,PV MN132,DOWNTOWN COMMUNITY TELEVISION CENTER (DCTV),2022,5000,0,0,0,5000
PV,PV MN195,"AN CLAIDHEAMH SOLUIS, INC. / IRISH ARTS CENTER",2022,100000,0,0,0,100000
PV,PV MN256,MANHATTAN THEATER CLUB,2022,100000,0,0,0,100000
PV,PV MN304,NEW YORK HISTORICAL SOCIETY,2022,150000,0,0,0,150000
PV,PV MN309,"JAZZMOBILE, INC.",2022,120000,0,0,0,120000
PV,PV MN394,SOUTH STREET SEAPORT MUSEUM,2022,250000,0,0,0,250000
PV,PV MN424,"HALEAKALA, INC. D/B/A THE KITCHEN",2022,150000,0,0,0,150000
PV,PV MN683,"WOMEN'S PROJECT AND PRODUCTIONS, INC.",2022,100000,0,0,0,100000
PV,PV MN704,HISPANIC SOCIETY OF AMERICA,2022,150000,0,0,0,150000
PV,PV MN818,RATTLESTICK PRODUCTIONS INC.,2022,100000,0,0,0,100000
PV,PV MN829,"AARON DAVIS HALL, INC.",2022,250000,0,0,0,250000
PV,PV MN962,"THE TANK, LTD.",2022,68000,0,0,0,68000
PV,PV Q274,"HALL OF SCIENCE, FLUSHING MEADOW PARK, ADDITIONS, BETTERMENTS",2022,500000,0,0,0,500000
PV,PV Q291,"QUEENS MUSEUM OF ART, IMPROVEMENTS",2022,4000000,0,0,0,4000000
PV,PV Q466,QUEENS THEATER IN THE PARK IMPROVEMENTS,2022,1736000,0,0,0,1736000
PV,PV Q501,"P.S.1 (ART INSTITUTE), RECONSTRUCTION AND IMPROVEMENTS",2022,2000000,0,0,0,2000000
PV,PV QN332,POPPENHUSEN INSTITUTE,2022,500000,0,0,0,500000
PV,PV QN655,"COLONIAL FARMHOUSE RESTORATION SOCIETY OF BELLEROSE, INC.",2022,2440000,0,0,0,2440000
PV,PV X176,"NEW YORK ZOOLOGICAL SOCIETY, IMPROVEMENTS, BRONX",2022,500000,0,0,0,500000
PV,PV XN01L,UNIVERSAL HIP HOP MUSEUM,2022,3700000,0,0,0,3700000
PW,PW 0077,"PUBLIC BUILDINGS & OTHER CITY PURPOSES, CITYWIDE",2022,67327734,47443000,160759000,52306000,327835734
PW,PW 0080,"2 LAFAYETTE STREET, MANHATTAN",2022,0,51707,2600000,0,2651707
PW,PW 0193,"MUNICIPAL BUILDING, MANHATTAN, SPACE ALTERATIONS",2022,6155480,1165000,60546000,11608000,79474480
PW,PW 0195,"RECONSTRUCTION OF 80 CENTRE STREET, MANHATTAN",2022,0,2221550,220000,4200000,6641550
PW,PW 0266,"125 WORTH STREET, MANHATTAN",2022,0,1498399,0,0,1498399
PW,PW 0282,"ADA COMPLIANCE, CITYWIDE",2022,820000,2880000,6000000,1344000,11044000
PW,PW 0291,BROOKLYN BOROUGH HALL,2022,349816,4198000,0,0,4547816
PW,PW 0293,"FIRE PROTECTION IMPROVEMENTS, CITYWIDE",2022,9364734,4922000,36654000,121897000,172837734
PW,PW 0308,PURCHASE OF EQUIPMENT FOR CITY PURPOSES,2022,401000,876000,350000,443000,2070000
PW,PW 0310,"31 CHAMBERS STREET, MANHATTAN",2022,0,0,0,1486996,1486996
PW,PW 0316,"280 BROADWAY, MANHATTAN",2022,1098101,182000,23238000,0,24518101
PW,PW 0317,"LOCAL LAW 11 IMPROVEMENTS, CITYWIDE",2022,0,0,1290429,0,1290429
PW,PW 0319,ACQUISITION OF BUILDINGS AND OTHER REAL PROPERTY,2022,3200000,0,0,0,3200000
PW,PW 0319,ACQUISITION OF BUILDINGS AND OTHER REAL PROPERTY,2022,2400000,0,0,0,2400000
PW,PW 0322,"345 ADAMS STREET, BROOKLYN",2022,1411194,0,1189000,0,2600194
PW,PW 0324,PURCHASE OF ELECTRONIC DATA PROCESSING EQUIPMENT FOR DCAS,2022,0,4510112,2928000,7899000,15337112
PW,PW 0325,"210 JORALEMON STREET, BROOKLYN",2022,0,0,514231,0,514231
PW,PW 0335,"ABATEMENT OF UNSAFE CONDITIONS ON CITY PROPERTY, CITYWIDE",2022,0,0,0,1050316,1050316
PW,PW 0348,VAPOR CONTROL IMPROVEMENTS,2022,11665133,661000,0,43913000,56239133
PW,PW 0357,"253 BROADWAY, MANHATTAN",2022,0,0,4422066,11520000,15942066
PW,PW 0N055,BOROUGH PARK JEWISH COMMUNITY CENTER,2022,0,400000,0,0,400000
PW,PW MN02A,"BIOBUS, INC.",2022,100000,0,0,0,100000
PW,PW MN220,FUND FOR THE CITY OF NEW YORK,2022,138000,0,0,0,138000
PW,PW MN246,ARMORY FOUNDATION,2022,100000,0,0,0,100000
PW,PW MN816,LESBIAN AND GAY COMMUNITY SERVICES CENTER INC.,2022,200000,0,0,0,200000
PW,PW QN722,QUEENS COMMUNITY HOUSE,2022,1025000,0,0,0,1025000
PW,PW R077,"PUBLIC BUILDINGS & OTHER CITY PURPOSES, STATEN ISLAND.",2022,1000000,0,0,0,1000000
PW,PW RN104,CITYMEALS ON WHEELS,2022,3000000,0,0,0,3000000
RE,RE 0025,DEVELOPMENT OF CITY OWNED PROPERTY,2022,0,3712725,787000,0,4499725
S,S  0129,COLLECTION TRUCKS AND EQUIPMENT,2022,0,67179936,235337000,255743000,558259936
S,S  0136,"GARAGES AND OTHER FACILITIES, IMPROVEMENTS",2022,0,60919600,71182000,165589000,297690600
S,S  0186,"SANITATION GARAGE FOR DISTRICT 3/3A, BROOKLYN",2022,0,2995778,0,0,2995778
S,S  0216,"CONSTRUCTION, RECONSTRUCTION MARINE TRANSFER STATIONS",2022,0,22217904,5480000,3948000,31645904
S,S  0222,PURCHASE OF ELECTRONIC DATA PROCESSING EQUIPMENT FOR DPT. SANITATION,2022,6773653,5615000,4607000,3500000,20495653
S,S  0248,"CONS OF SANITATION GARAGE DISTRICTS 9, 10 & 11, THE BRONX",2022,0,0,246748000,0,246748000
SE,SE 0001,PROFESSIONAL SERVICES FOR SANITARY AND COMBINED DRAINAGE PLAN PREP.,2022,0,48508000,140179000,145994000,334681000
SE,SE 0002,CONSTRUCTION AND RECONSTRUCTION OF SANITARY AND COMBINED SEWERS,2022,0,0,2975265,3000000,5975265
SE,SE 0002K,"CONSTRUCTION & RECONSTRUCTION OF SANITARY & COMBINED SEWERS, BROOKLYN",2022,33129716,43326000,9179000,59935000,145569716
SE,SE 0002M,"CONSTR. & RECONSTR. SANITARY & COMBINED SEWERS, MANHATTAN",2022,155814902,1552000,220000,12023000,169609902
SE,SE 0002Q,"CONSTRUCTION AND RECONSTRUCTION OF SANITARY AND COMBINED SEWERS, QNS.",2022,0,24389677,20006000,42859000,87254677
SE,SE 0002R,"CONST. & RECONST. OF SANITARY & COMBINED SEWERS, STATEN ISLAND",2022,2154933,0,0,0,2154933
SE,SE 0002R,"CONST. & RECONST. OF SANITARY & COMBINED SEWERS, STATEN ISLAND",2022,36928651,19775000,18469000,51961000,127133651
SE,SE 0002X,"CONSTRUCTION & RECONSTRUCTION OF SANITARY & COMBINED SEWERS, BRONX",2022,729291,21973000,1727000,11000000,35429291
SE,SE 0004,HIGH LEVEL STORM SEWERS,2022,0,0,8318307,79394000,87712307
SE,SE 0005,STORM SEWER BEST MANAGEMENT PRACTICE (BMP),2022,57347260,17430000,15316000,17000000,107093260
SE,SE 0005,STORM SEWER BEST MANAGEMENT PRACTICE (BMP),2022,2551163,0,0,0,2551163
SE,SE 0200K,"CONSTR. & RECONSTR. STORM SEWERS, BROOKLYN",2022,0,0,0,10531072,10531072
SE,SE 0200Q,"CONSTRUCTION & RECONSTRUCTION OF STORM SEWERS, QUEENS",2022,25084545,184295000,69860000,113434000,392673545
SE,SE 0200R,"CONSTRUCTION & RECONSTRUCTION OF STORM SEWERS, STATEN ISLAND",2022,0,20169269,57410000,55865000,133444269
SE,SE 0200R,"CONSTRUCTION & RECONSTRUCTION OF STORM SEWERS, STATEN ISLAND",2022,0,116000,0,0,116000
SE,SE 0200X,"CONSTRUCTION & RECONSTRUCTION OF STORM SEWERS, BRONX",2022,0,298546,16000,0,314546
SE,SE 0432,"ENGINEERING, ARCH., ADMINIS. & OTHER COSTS ETC., DEPT. OF ENV. PROT.",2022,1791695,5673000,12673000,8102000,28239695
SE,SE 0716,"LAND ACQUISITION, STORM WATER MANAGEMENT, STATEN ISLAND",2022,11633473,8844000,8000000,22633000,51110473
SE,SE 0740,"CONSTRUCTION OF SANITARY SEWERS IN ROCKLAND AVENUE, STATEN ISLAND",2022,0,0,11058350,0,11058350
SE,SE 0758,"GUNITING OF SEWERS, CITYWIDE",2022,7671889,0,0,0,7671889
SE,SE 0785,"STORM SEWER IN FORMER JWS AREA, QUEENS",2022,34999,0,0,0,34999
SE,SE 0789,"STORM SEWER IN B. 63RD STREET, QUEENS",2022,0,0,0,4064999,4064999
SE,SE 0944,"PRIVATE PORTION FOR HIGHWAY PROJECTS, CITYWIDE",2022,13037419,12000,2000,0,13051419
SE,SE 1000,"CONSTRUCTION OF SEWER PROJECTS, CITYWIDE",2022,0,506252,21000,0,527252
SE,SE 9336,"COMBINED SEWER, 80TH STREET",2022,0,0,0,12200000,12200000
T,T  0005A,IMPROVEMENTS RAPID TRANSIT SYSTEM,2022,20000000,4000000,4000000,4000000,32000000
T,T  0007A,"NEW VEHICLES, FACILITIES FOR SURFACE AND MABSTOA",2022,5000000,1000000,1000000,1000000,8000000
T,T  0131,"MISCELLANEOUS RECONSTRUCTION TO LINES UNDER OPERATION, CITY WIDE",2022,140000000,35000000,35000000,35000000,245000000
T,T  0169,VARIOUS TRANSIT AUTHORITY PROJECTS AND PURCHASES,2022,2800000000,0,0,447522000,3247522000
TD,TD 0019,PURCHASE OF COMPUTER EQUIPMENT FOR DOT,2022,6609981,10425000,5632000,8215000,30881981
TF,TF 0001,"INSTALLATION OF STREET-SURFACE MARKINGS AND TRAFFIC SIGNALS, ALL BOROS",2022,0,0,19025518,86511000,105536518
TF,TF 0001,"INSTALLATION OF STREET-SURFACE MARKINGS AND TRAFFIC SIGNALS, ALL BOROS",2022,0,23016143,0,22288000,45304143
TF,TF 0002,"TRAFFIC INSTALLATIONS FOR BRIDGE, HIGHWAY & STREET PROJECTS, CITYWIDE",2022,5638671,0,0,89000,5727671
TF,TF 0002,"TRAFFIC INSTALLATIONS FOR BRIDGE, HIGHWAY & STREET PROJECTS, CITYWIDE",2022,4994040,0,0,0,4994040
TF,TF 0003,PARKING METERS,2022,14307500,0,0,0,14307500
TF,TF 0503,"STREET LIGHTING, CITYWIDE",2022,0,0,3616803,0,3616803
TF,TF 0503,"STREET LIGHTING, CITYWIDE",2022,0,0,26856131,8259000,35115131
TF,TF 0777,"BUS RAPID TRANSIT, CITYWIDE",2022,0,0,1105590,27000,1132590
TF,TF Q005,"TRAFFIC IMPROVEMENTS, QUEENS",2022,3000000,0,0,0,3000000
W,W  0005,ADDITIONAL WATER SUPPLY EMERGENCY AND PERMANENT,2022,51551734,9000000,9000000,9000000,78551734
W,W  0010,CITY TUNNEL NO. 3 STAGE 1,2022,0,0,333400633,55000000,388400633
W,W  0013,"CITY TUNNEL NUMBER 3, STAGE 2",2022,0,0,163236931,15900000,179136931
W,W  0014,KENSICO - CITY TUNNEL,2022,0,0,174580506,588620000,763200506
W,W  0015,RECONSTRUCTION OF CITY WATER TUNNEL NO. 1,2022,964999,0,0,0,964999
WM,WM 0001,"WATER MAIN EXTENSIONS, CITYWIDE",2022,0,65950595,319649000,272801000,658400595
WM,WM 0006,TRUNK MAIN EXTENSIONS AND IMPROVEMENTS TO PUMPING STATIONS & BLDGS.,2022,0,0,1209999,0,1209999
WM,WM 0006,TRUNK MAIN EXTENSIONS AND IMPROVEMENTS TO PUMPING STATIONS & BLDGS.,2022,0,0,12369634,82811000,95180634
WM,WM 0011,THE CONSTRUCTION OF CROTON FILTRATION PLANT AND ANCILLARY WORK,2022,0,968708,2300000,0,3268708
WM,WM 0030,IMPROVEMENTS TO STRUCTURES INCL. EQUIP. ON WATER SHEDS OUTSIDE CITY.,2022,117575247,278129000,332862000,245750000,974316247
WM,WM 0030,IMPROVEMENTS TO STRUCTURES INCL. EQUIP. ON WATER SHEDS OUTSIDE CITY.,2022,0,54375999,19524000,126100000,199999999
WM,WM 0105,"WATER SUPPLY IMPROVEMENTS, CITYWIDE",2022,17682795,22680000,21471000,122820000,184653795
WM,WM 0944,PRIVATE FUNDING FOR CONSTRUCTION OR RECONSTRUCTION OF WATER MAINS,2022,1993773,0,0,0,1993773
WP,WP 0112,RECONSTRUCTION OF WATER POLLUTION CONTROL PROJECTS,2022,2454623,0,0,0,2454623
WP,WP 0112,RECONSTRUCTION OF WATER POLLUTION CONTROL PROJECTS,2022,236521675,489978000,510977000,468521000,1705997675
WP,WP 0112,RECONSTRUCTION OF WATER POLLUTION CONTROL PROJECTS,2022,0,45932774,15750000,0,61682774
WP,WP 0164,NORTH RIVER WATER POLLUTION CONTROL PROJECT,2022,42919226,3500000,54000000,3500000,103919226
WP,WP 0169,"COMBINED SEWER OVERFLOW ABATEMENT FACILITIES, CITYWIDE",2022,0,537307091,93747000,422922000,1053976091
WP,WP 0206,TWENTY SIXTH WARD WATER POLLUTION CONTROL PROJECT,2022,20496748,2300000,300000,300000,23396748
WP,WP 0247,UPGRADE JAMAICA WATER POLLUTION CONTROL PROJECT,2022,1529799,0,0,0,1529799
WP,WP 0249,UPGRADE TALLMANS ISLAND WATER POLLUTION CONTROL PROJECT,2022,0,0,288244,0,288244
WP,WP 0269,"CONSTRUCTION, RECONSTRUCTION OF PUMPING STATION/FORCE MAINS, CITYWIDE",2022,167943271,95942000,101200000,241300000,606385271
WP,WP 0269,"CONSTRUCTION, RECONSTRUCTION OF PUMPING STATION/FORCE MAINS, CITYWIDE",2022,309000,0,2700000,0,3009000
WP,WP 0282,"ENG., ARCH., ADMIN. AND OTHER COSTS, DEPT. OF WATER RESOURCES",2022,69269283,22875000,67004000,74590000,233738283
WP,WP 0285,"BIONUTRIENT REMOVAL FACILITIES, CITYWIDE",2022,0,30763064,4000000,4000000,38763064
AG,AG 0001,"IMPROVEMENTS TO PROPERTY USED BY DEPARTMENT FOR THE AGING, CITYWIDE",2022,0,0,3184066,3988000,7172066
AG,AG 0002,"PURCHASE OF AUTOS, COMPUTERS, OTHER EQUIP FOR THE AGING, CITYWIDE",2022,0,0,0,1707998,1707998
AG,AG D001,"IMPROVEMENTS TO PROPERTY, CITYWIDE",2022,150000,0,0,0,150000
AG,AG DN184,HEBREW HOME FOR THE AGED,2022,160000,0,0,0,160000
AG,AG DN216,JEWISH COMMUNITY COUNCIL OF GREATER CONEY ISLAND (JCCGCI),2022,642000,0,0,0,642000
AG,AG DN262,MET COUNCIL ON JEWISH POVERTY,2022,4349000,0,0,0,4349000
AG,AG DN593,"SUNNYSIDE COMMUNITY SERVICES, INC.",2022,165000,0,0,0,165000
AG,AG DN658,HAMILTON-MADISON HOUSE,2022,530000,0,0,0,530000
AG,AG MN100,CHINESE-AMERICAN PLANNING COUNCIL,2022,150000,0,0,0,150000
AG,AG QN593,"SUNNYSIDE COMMUNITY SERVICES, INC.",2022,100000,0,0,0,100000
AG,AG XN184,HEBREW HOME FOR THE AGED,2022,157000,0,0,0,157000
BR,BR 0231,"QUEENSBORO BRIDGE, REHABILITATION",2022,0,0,0,100829864,100829864
BR,BR 0253,RECONSTRUCTION OF WILLIAMSBURG BRIDGE,2022,8928708,0,0,1000,8929708
BR,BR 0253,RECONSTRUCTION OF WILLIAMSBURG BRIDGE,2022,99999997,0,0,0,99999997
BR,BR 0253,RECONSTRUCTION OF WILLIAMSBURG BRIDGE,2022,18749999,0,0,0,18749999
BR,BR 0270,REHABILITATION OF BROOKLYN BRIDGE,2022,0,1113981,35000000,35001000,71114981
BR,BR 0287,RECONSTRUCTION: MACOMBS DAM BRIDGE OVER HARLEM RIVER,2022,281999,0,0,0,281999
C,C 0075,"CORRECTION FACILITIES, CONSTRUCTION, RECONS & IMPROVEMENTS, CITYWIDE",2022,0,0,0,232907243,232907243
C,C 0075,"CORRECTION FACILITIES, CONSTRUCTION, RECONS & IMPROVEMENTS, CITYWIDE",2022,10879442,0,0,0,10879442
C,C 0112,PURCHASE OF EQUIPMENT FOR USE BY THE DEPT. OF CORRECTION,2022,2062982,3277000,3470000,4664000,13473982
C,C 0114,"ACQUISITION, CONSTR., ETC. SUPPLEMENTARY HOUS. PROG. AND SUPPORT FACIL",2022,393988752,1302662000,1923951000,1944877000,5565478752
C,C 0130,"RECONS., CONST., IMPROV., RIKERS IS, P HSE., INCL. EQUIP, ACQ AND RECO",2022,931261,0,0,0,931261
CO,CO 0264,"ACQUISITION, ADDS, CONSTRUCT, RECONSTRUCT, COURT FACILITIES, CITYWIDE",2022,0,0,47238865,134399000,181637865
CO,CO 0272,45 MONROE PL. - BROOKLYN APPELLATE DIVISION COURTHOUSE- 2ND DEPT.,2022,60105,0,0,0,60105
CO,CO 0272,45 MONROE PL. - BROOKLYN APPELLATE DIVISION COURTHOUSE- 2ND DEPT.,2022,0,2255861,4263000,0,6518861
CO,CO 0277,"25-10 COURT HOUSE SQ. - LONG ISLAND CITY COURTHOUSE, QUEENS",2022,0,220231,6532000,0,6752231
CO,CO 0278,360 ADAMS ST. - BROOKLYN  SUPREME COURT,2022,0,0,8642858,34851000,43493858
CO,CO 0283,100 CENTRE ST. - MANHATTAN  CRIMINAL COURT BUILDING,2022,0,0,8880781,5578000,14458781
CO,CO 0284,111 CENTRE ST. - MANHATTAN COURT FACILITY,2022,271999,0,0,0,271999
CO,CO 0285,60 LAFAYETTE ST. - MANHATTAN FAMILY COURT,2022,0,10042000,0,0,10042000
CO,CO 0293,851 GRAND CONCOURSE - BRONX SUPREME COURT BUILDING,2022,0,0,64839000,14085000,78924000
CO,CO 0294,215 EAST 161ST ST. - BRONX  CRIMINAL/FAMILY COURT BUILDING,2022,0,0,2447218,0,2447218
CO,CO 0295,1118 GRAND CONCOURSE - BRONX HOUSING COURT,2022,0,0,14719322,132000,14851322
CO,CO 0296,125-01 QUEENS BLVD. - QUEENS CRIMINAL COURTS BUILDING,2022,0,0,0,27131072,27131072
CO,CO 0298,NEW QUEENS FAMILY COURT,2022,0,0,0,1210750,1210750
CO,CO 0299,89-17 SUTPHIN BLVD. - QUEENS COURT FACILITY,2022,0,7107727,12142000,0,19249727
CO,CO 0300,88-11 SUTPHIN BLVD. - QUEENS SUPREME COURT BUILDING,2022,0,0,0,15202170,15202170
CO,CO 0301,130 STUYVESANT PL. - STATEN ISLAND JUDICIAL CENTER,2022,2895292,0,6036000,12000000,20931292
CO,CO 0302,18 RICHMOND TERR. - STATEN ISLAND COURT,2022,8013484,0,0,0,8013484
CO,CO 0304,60 CENTRE ST. - MANHATTAN SUPREME COURT BUILDING,2022,0,0,11856707,0,11856707
CO,CO 0306,"170 EAST 121TH STREET, HARLEM COMMUNITY COURT",2022,136000,850000,3724000,0,4710000
CO,CO DN220,FUND FOR THE CITY OF NEW YORK,2022,446000,0,0,0,446000
CS,CS 0003,"IMPROVEMENTS OF STRUCTURES FOR  ACS, CITYWIDE",2022,9330000,0,3432000,0,12762000
CS,CS 0003,"IMPROVEMENTS OF STRUCTURES FOR  ACS, CITYWIDE",2022,4478000,0,0,0,4478000
CS,CS 0003,"IMPROVEMENTS OF STRUCTURES FOR  ACS, CITYWIDE",2022,11579000,0,0,0,11579000
CS,CS 0004,"EQUIPMENT FOR  ACS, CITYWIDE",2022,4479937,5088000,4361000,9715000,23643937
CS,CS 0004,"EQUIPMENT FOR  ACS, CITYWIDE",2022,5168478,320000,0,0,5488478
CS,CS 0004,"EQUIPMENT FOR  ACS, CITYWIDE",2022,13200181,779000,0,0,13979181
CS,CS 0005,"ACQUISITION AND CONSTRUCTION FOR YOUTH AND FAMILY JUSTICE, CITYWIDE",2022,0,0,0,48160973,48160973
CS,CS DN442,VARIETY BOYS & GIRLS CLUB,2022,5000000,0,0,0,5000000
CS,CS DN799,"GUILD FOR EXCEPTIONAL CHILDREN, INC.",2022,102000,0,0,0,102000
CS,CS MN796,ASSOCIATION TO BENEFIT CHILDREN,2022,500000,0,0,0,500000
CS,CS QN442,VARIETY BOYS & GIRLS CLUB,2022,5000000,0,0,0,5000000
CS,CS RN934,CHILDREN'S AID SOCIETY,2022,24500000,0,0,0,24500000
DP,DP 0001,PURCHASE OF EDP EQUIPMENT FOR DoITT & DESIGN/INSTALL/IMPLEMENT CITYNET,2022,391027525,85761000,63018000,90500000,630306525
DP,DP 0002,ECTP EMERGENCY COMMUNICATION SYSTEMS AND FACILITIES,2022,0,20476654,32562000,0,53038654
E,E 2364,E-2364 SIXTH FIVE-YEAR EDUCATIONAL FACILITIES CAPITAL PLAN,2022,48934433,100000000,0,0,148934433
E,E 2365,E-2365 SEVENTH FIVE-YEAR EDUCATIONAL FACILITIES CAPITAL PLAN,2022,4328510668,4446480000,3771880000,1206100000,13752970668
E,E 4005,E-4005 GREEN INFRASTRUCTURE,2022,19093000,0,0,0,19093000
E,E D001,"CITY COUNCIL, SECTION 254 ADDITIONS",2022,190114000,8875000,0,0,198989000
E,E D4001,FIT,2022,295000,0,0,0,295000
E,E K001,"BROOKLYN BOROUGH PRESIDENT, SECTION 211 & 249 ADDITIONS",2022,31814000,0,0,0,31814000
E,E M001,"MANHATTAN BOROUGH PRESIDENT, SECTION 211 & 249 ADDITIONS",2022,10519000,0,0,0,10519000
E,E M4001,FIT,2022,100000,0,0,0,100000
